Date,Ref No,Trans Description,Setl No,Buy/Cr,Sell/Dr,Balance
2024-07-24 00:00:00,948181,CREDIT On Market 1208870000010189,,2.0,,2.0
2024-11-27 00:00:00,,Closing Balance,,,,2.0
ISIN: INE669E01016,ISIN Name: VODAFONE IDEA-EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-05-27 00:00:00,768868,CREDIT On Market 1208870000010189,,25.0,,75.0
2024-06-04 00:00:00,193151,CREDIT On Market 1208870000010189,,25.0,,100.0
2024-06-11 00:00:00,264914,CREDIT On Market 1208870000010189,,25.0,,125.0
2024-06-14 00:00:00,741251,CREDIT On Market 1208870000010189,,75.0,,200.0
2024-07-19 00:00:00,869484,CREDIT On Market 1208870000010189,,50.0,,250.0
2024-07-23 00:00:00,4488543,DEBIT On Market 1100001100021102,1211232024137.0,,100.0,150.0
2024-07-24 00:00:00,4488543,DEBIT On Market 1100001100021102,1211232024137.0,,100.0,50.0
2024-07-24 00:00:00,4488543,CREDIT On Market 1100001100021102,1211232024137.0,100.0,,150.0
2024-07-31 00:00:00,22000473,DEBIT On Market 1100001100021102,1211232024143.0,,50.0,100.0
2024-08-01 00:00:00,22000473,DEBIT On Market 1100001100021102,1211232024143.0,,50.0,50.0
2024-08-01 00:00:00,22000473,CREDIT On Market 1100001100021102,1211232024143.0,50.0,,100.0
2024-08-14 00:00:00,850549,CREDIT On Market 1208870000010189,,50.0,,150.0
2024-08-29 00:00:00,744452,CREDIT On Market 1208870000010189,,150.0,,300.0
2024-09-06 00:00:00,91193260,DEBIT On Market 1100001100021102,1211232024169.0,,200.0,100.0
2024-09-09 00:00:00,91193260,DEBIT On Market 1100001100021102,1211232024169.0,,200.0,-100.0
2024-09-09 00:00:00,91193260,CREDIT On Market 1100001100021102,1211232024169.0,200.0,,100.0
2024-11-27 00:00:00,,Closing Balance,,,,100.0
ISIN: INE075A01022,ISIN Name: WIPRO EQUITY - RS 2,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-06-18 00:00:00,874278,CREDIT On Market 1208870000010189,,5.0,,5.0
2024-07-23 00:00:00,4400601,DEBIT On Market 1100001100021102,1211232024137.0,,3.0,2.0
2024-07-24 00:00:00,4400601,CREDIT On Market 1100001100021102,1211232024137.0,3.0,,5.0
2024-07-24 00:00:00,4400601,DEBIT On Market 1100001100021102,1211232024137.0,,3.0,2.0
2024-08-02 00:00:00,871451,CREDIT On Market 1208870000010189,,2.0,,4.0
2024-11-27 00:00:00,,Closing Balance,,,,4.0
ISIN: INE528G01035,ISIN Name: YES BANK LTD-EQ2/-,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-04-03 00:00:00,401127,CREDIT On Market 1208870000010189,,100.0,,100.0
2024-05-31 00:00:00,91604826,DEBIT On Market 1100001100021102,1211232024102.0,,75.0,25.0
2024-05-31 00:00:00,91605000,CREDIT On Market 1100001100021102,1211232024102.0,6.0,,31.0
2024-05-31 00:00:00,91605000,DEBIT On Market 1100001100021102,1211232024102.0,,25.0,6.0
2024-06-03 00:00:00,91604826,CREDIT On Market 1100001100021102,1211232024102.0,75.0,,81.0
2024-06-03 00:00:00,91604826,DEBIT On Market 1100001100021102,1211232024102.0,,75.0,6.0
2024-06-03 00:00:00,91605000,CREDIT On Market 1100001100021102,1211232024102.0,19.0,,25.0
2024-06-03 00:00:00,91605000,DEBIT On Market 1100001100021102,1211232024102.0,,19.0,6.0
2024-06-04 00:00:00,193092,CREDIT On Market 1208870000010189,,4.0,,10.0
2024-07-10 00:00:00,446610,CREDIT On Market 1208870000010189,,10.0,,20.0
2024-07-15 00:00:00,88633260,DEBIT On Market 1100001100021102,1211232024132.0,,5.0,15.0
2024-07-15 00:00:00,88635982,DEBIT On Market 1100001100021102,1211232024132.0,,10.0,5.0
2024-07-16 00:00:00,88633260,DEBIT On Market 1100001100021102,1211232024132.0,,5.0,0.0
2024-07-16 00:00:00,88633260,CREDIT On Market 1100001100021102,1211232024132.0,5.0,,5.0
2024-07-16 00:00:00,88635982,DEBIT On Market 1100001100021102,1211232024132.0,,10.0,-5.0
2024-07-16 00:00:00,88635982,CREDIT On Market 1100001100021102,1211232024132.0,10.0,,5.0
2024-07-23 00:00:00,978364,CREDIT On Market 1208870000010189,,5.0,,10.0
2024-11-27 00:00:00,,Closing Balance,,,,10.0
ISIN: INE520A01027,ISIN Name: ZENSAR TECHNO-EQ2/-,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-04-02 00:00:00,173062,CREDIT On Market 1208870000010189,,5.0,,5.0
2024-06-05 00:00:00,1268629,CREDIT On Market 1100001100021102,1211232024104.0,3.0,,8.0
2024-06-05 00:00:00,1268629,DEBIT On Market 1100001100021102,1211232024104.0,,3.0,5.0
2024-06-11 00:00:00,531623,CREDIT On Market 1208870000010189,,3.0,,8.0
2024-06-14 00:00:00,141342,CREDIT On Market 1208870000010189,,5.0,,13.0
2024-07-18 00:00:00,836441,CREDIT On Market 1208870000010189,,5.0,,18.0
2024-07-19 00:00:00,98697690,DEBIT On Market 1100001100021102,1211232024135.0,,5.0,13.0
2024-07-22 00:00:00,98697690,CREDIT On Market 1100001100021102,1211232024135.0,5.0,,18.0
2024-07-30 00:00:00,504651,CREDIT On Market 1208870000010189,,5.0,,18.0
2024-08-02 00:00:00,27789076,DEBIT On Market 1100001100021102,1211232024145.0,,5.0,13.0
2024-08-05 00:00:00,27789076,DEBIT On Market 1100001100021102,1211232024145.0,,5.0,8.0
2024-08-05 00:00:00,27789076,CREDIT On Market 1100001100021102,1211232024145.0,5.0,,13.0
2024-11-27 00:00:00,,Closing Balance,,,,10.0
ISIN: INE758T01015,ISIN Name: ZOMATO LIMITED-EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-03-27 00:00:00,451345,CREDIT On Market 1208870000010189,,5.0,,5.0
2024-04-30 00:00:00,154656,CREDIT On Market 1208870000010189,,5.0,,10.0
2024-06-03 00:00:00,383582,CREDIT On Market 1208870000010189,,20.0,,30.0
2024-06-03 00:00:00,97399271,DEBIT On Market 1100001100021102,1211232024103.0,,20.0,10.0
2024-06-04 00:00:00,97399271,CREDIT On Market 1100001100021102,1211232024103.0,20.0,,30.0
2024-06-05 00:00:00,1268633,DEBIT On Market 1100001100021102,1211232024104.0,,5.0,25.0
2024-06-05 00:00:00,1268633,CREDIT On Market 1100001100021102,1211232024104.0,5.0,,30.0
2024-06-07 00:00:00,419720,CREDIT On Market 1208870000010189,,5.0,,35.0
2024-06-19 00:00:00,381333,CREDIT On Market 1208870000010189,,10.0,,45.0
2024-07-05 00:00:00,107704,CREDIT On Market 1208870000010189,,5.0,,50.0
2024-07-10 00:00:00,446644,CREDIT On Market 1208870000010189,,10.0,,60.0
2024-08-05 00:00:00,857999,CREDIT On Market 1208870000010189,,5.0,,65.0
2024-08-09 00:00:00,41406112,DEBIT On Market 1100001100021102,1211232024150.0,,10.0,55.0
2024-08-12 00:00:00,41406112,DEBIT On Market 1100001100021102,1211232024150.0,,10.0,45.0
2024-08-12 00:00:00,41406112,CREDIT On Market 1100001100021102,1211232024150.0,10.0,,55.0
2024-08-12 00:00:00,43702667,DEBIT On Market 1100001100021102,1211232024151.0,,10.0,45.0
2024-08-13 00:00:00,43702667,DEBIT On Market 1100001100021102,1211232024151.0,,10.0,35.0
2024-08-13 00:00:00,43702667,CREDIT On Market 1100001100021102,1211232024151.0,10.0,,45.0
2024-08-21 00:00:00,777857,CREDIT On Market 1208870000010189,,10.0,,55.0
2024-11-27 00:00:00,,Closing Balance,,,,50.0
